PRESSURE,DEPTH,SWAT,CONIDX,WELL,CONJPOS,DRAWDOWN,DATE,CONIPOS,CONBPRES,SGAS,WELLMODEL,CONKPOS
276.6269226074219,1705.077392578125,1.0,8,R_A6,42,0,2018-11-07,17,276.6269226074219,-2.261998531191689e-12,STANDARD,8
277.072998046875,1706.6092529296875,1.0,9,R_A6,42,0,2018-11-07,17,277.072998046875,-2.1058541466601605e-13,STANDARD,9
276.9206237792969,1708.1409912109375,1.0,10,R_A6,42,0,2018-11-07,17,276.9206237792969,-1.6132129269583184e-12,STANDARD,10
278.26837158203125,1710.08154296875,1.0,11,R_A6,42,0,2018-11-07,17,278.26837158203125,6.443637940931057e-13,STANDARD,11
278.49078369140625,1712.430908203125,1.0,12,R_A6,42,0,2018-11-07,17,278.49078369140625,2.913431486079726e-13,STANDARD,12
278.7252197265625,1714.7801513671875,1.0,13,R_A6,42,0,2018-11-07,17,278.7252197265625,2.5227626113339188e-14,STANDARD,13
278.9477233886719,1717.12939453125,1.0,14,R_A6,42,0,2018-11-07,17,278.9477233886719,1.9251134432234085e-14,STANDARD,14
279.1712646484375,1719.4786376953125,1.0,15,R_A6,42,0,2018-11-07,17,279.1712646484375,1.1639662486889052e-14,STANDARD,15
279.54083251953125,1721.827880859375,1.0,16,R_A6,42,0,2018-11-07,17,279.54083251953125,4.624219674439611e-15,STANDARD,16
279.764404296875,1724.1717529296875,1.0,17,R_A6,42,0,2018-11-07,17,279.764404296875,4.095149766573892e-15,STANDARD,17
279.8915100097656,1725.5123291015625,1.0,18,R_A6,42,0,2018-11-07,17,279.8915100097656,8.837497079354061e-15,STANDARD,18
282.5549011230469,1726.53759765625,1.0,19,R_A6,42,0,2018-11-07,17,282.5549011230469,7.812598224604672e-15,STANDARD,25
283.11712646484375,1728.245361328125,1.0,20,R_A6,42,0,2018-11-07,17,283.11712646484375,1.0927852632191507e-15,STANDARD,26
284.0491638183594,1729.953125,1.0,21,R_A6,42,0,2018-11-07,17,284.0491638183594,1.1609632570165896e-20,STANDARD,27
284.25360107421875,1731.660888671875,1.0,22,R_A6,42,0,2018-11-07,17,284.25360107421875,1.2122057227151859e-21,STANDARD,28
283.127685546875,1733.36865234375,1.0,23,R_A6,42,0,2018-11-07,17,283.127685546875,2.241725634467709e-16,STANDARD,29
